"base_gene_src","base_id_src","base_gene_dest","base_id_dest","pathway","database"
"PTK2","ENTREZID","SHC2","ENTREZID","Cellular Processes-Cellular community - eukaryotesFocal adhesion","kegg"
"PTK2","ENTREZID","GRB2","ENTREZID","Cellular Processes-Cellular community - eukaryotesFocal adhesion","kegg"
"PXN","ENTREZID","ITGB1","ENTREZID","Cellular Processes-Cellular community - eukaryotesFocal adhesion","kegg"
"PXN","ENTREZID","ITGA11","ENTREZID","Cellular Processes-Cellular community - eukaryotesFocal adhesion","kegg"
"CRK","ENTREZID","PXN","ENTREZID","Cellular Processes-Cellular community - eukaryotesFocal adhesion","kegg"
"PXN","ENTREZID","ACTB","ENTREZID","Cellular Processes-Cellular community - eukaryotesFocal adhesion","kegg"
"CAV1","ENTREZID","FYN","ENTREZID","Cellular Processes-Cellular community - eukaryotesFocal adhesion","kegg"
"FYN","ENTREZID","SHC2","ENTREZID","Cellular Processes-Cellular community - eukaryotesFocal adhesion","kegg"
"RASGRF1","ENTREZID","RHOA","ENTREZID","Cellular Processes-Cellular community - eukaryotesFocal adhesion","kegg"
"LAMC3","ENTREZID","ITGB1","ENTREZID","Cellular Processes-Cellular community - eukaryotesFocal adhesion","kegg"
"LAMC3","ENTREZID","ITGA11","ENTREZID","Cellular Processes-Cellular community - eukaryotesFocal adhesion","kegg"
"ELK1","ENTREZID","BIRC2","ENTREZID","Cellular Processes-Cellular community - eukaryotesFocal adhesion","kegg"
"MAP2K1","ENTREZID","BAD","ENTREZID","Cellular Processes-Cellular community - eukaryotesFocal adhesion","kegg"
"RAF1","ENTREZID","BAD","ENTREZID","Cellular Processes-Cellular community - eukaryotesFocal adhesion","kegg"
"MAPK1","ENTREZID","ELK1","ENTREZID","Cellular Processes-Cellular community - eukaryotesFocal adhesion","kegg"
"ELK1","ENTREZID","CCND1","ENTREZID","Cellular Processes-Cellular community - eukaryotesFocal adhesion","kegg"
"JUN","ENTREZID","CCND1","ENTREZID","Cellular Processes-Cellular community - eukaryotesFocal adhesion","kegg"
"CTNNB1","ENTREZID","CCND1","ENTREZID","Cellular Processes-Cellular community - eukaryotesFocal adhesion","kegg"
"BRAF","ENTREZID","MAP2K1","ENTREZID","Cellular Processes-Cellular community - eukaryotesFocal adhesion","kegg"
"PAK4","ENTREZID","MAP2K1","ENTREZID","Cellular Processes-Cellular community - eukaryotesFocal adhesion","kegg"
"RAP1A","ENTREZID","BRAF","ENTREZID","Cellular Processes-Cellular community - eukaryotesFocal adhesion","kegg"
"PAK4","ENTREZID","RAF1","ENTREZID","Cellular Processes-Cellular community - eukaryotesFocal adhesion","kegg"
"SOS1","ENTREZID","HRAS","ENTREZID","Cellular Processes-Cellular community - eukaryotesFocal adhesion","kegg"
"GRB2","ENTREZID","SOS1","ENTREZID","Cellular Processes-Cellular community - eukaryotesFocal adhesion","kegg"
"SHC2","ENTREZID","GRB2","ENTREZID","Cellular Processes-Cellular community - eukaryotesFocal adhesion","kegg"
"EGFR","ENTREZID","SHC2","ENTREZID","Cellular Processes-Cellular community - eukaryotesFocal adhesion","kegg"
"EMP1","ENTREZID","EGFR","ENTREZID","Cellular Processes-Cellular community - eukaryotesFocal adhesion","kegg"
"BCAR1","ENTREZID","CRK","ENTREZID","Cellular Processes-Cellular community - eukaryotesFocal adhesion","kegg"
"CRK","ENTREZID","RAPGEF1","ENTREZID","Cellular Processes-Cellular community - eukaryotesFocal adhesion","kegg"
"RAPGEF1","ENTREZID","RAP1A","ENTREZID","Cellular Processes-Cellular community - eukaryotesFocal adhesion","kegg"
"RAP1A","ENTREZID","MAPK8","ENTREZID","Cellular Processes-Cellular community - eukaryotesFocal adhesion","kegg"
"RAC1","ENTREZID","MAPK8","ENTREZID","Cellular Processes-Cellular community - eukaryotesFocal adhesion","kegg"
"RAC1","ENTREZID","ACTB","ENTREZID","Cellular Processes-Cellular community - eukaryotesFocal adhesion","kegg"
"GSK3B","ENTREZID","CTNNB1","ENTREZID","Cellular Processes-Cellular community - eukaryotesFocal adhesion","kegg"
"CSNK1D","ENTREZID","GJA1","ENTREZID","Cellular Processes-Cellular community - eukaryotesGap junction","kegg"
"PRKCA","ENTREZID","GJA1","ENTREZID","Cellular Processes-Cellular community - eukaryotesGap junction","kegg"
"PLCB1","ENTREZID","PRKCA","ENTREZID","Cellular Processes-Cellular community - eukaryotesGap junction","kegg"
"ITPR1","ENTREZID","PRKCA","ENTREZID","Cellular Processes-Cellular community - eukaryotesGap junction","kegg"
"LPAR1","ENTREZID","GNAI1","ENTREZID","Cellular Processes-Cellular community - eukaryotesGap junction","kegg"
"GNAI1","ENTREZID","HRAS","ENTREZID","Cellular Processes-Cellular community - eukaryotesGap junction","kegg"
"MAPK1","ENTREZID","GJA1","ENTREZID","Cellular Processes-Cellular community - eukaryotesGap junction","kegg"
"PRKACA","ENTREZID","GJA1","ENTREZID","Cellular Processes-Cellular community - eukaryotesGap junction","kegg"
"CDK1","ENTREZID","GJA1","ENTREZID","Cellular Processes-Cellular community - eukaryotesGap junction","kegg"
"GJA1","ENTREZID","GJA1","ENTREZID","Cellular Processes-Cellular community - eukaryotesGap junction","kegg"
"MAPK7","ENTREZID","GJA1","ENTREZID","Cellular Processes-Cellular community - eukaryotesGap junction","kegg"
"SRC","ENTREZID","GJA1","ENTREZID","Cellular Processes-Cellular community - eukaryotesGap junction","kegg"
"PRKG1","ENTREZID","GJA1","ENTREZID","Cellular Processes-Cellular community - eukaryotesGap junction","kegg"
"GJA1","ENTREZID","TJP1","ENTREZID","Cellular Processes-Cellular community - eukaryotesGap junction","kegg"
"GJA1","ENTREZID","TUBA1B","ENTREZID","Cellular Processes-Cellular community - eukaryotesGap junction","kegg"
"GJA1","ENTREZID","TUBB3","ENTREZID","Cellular Processes-Cellular community - eukaryotesGap junction","kegg"
"MAP2K5","ENTREZID","MAPK7","ENTREZID","Cellular Processes-Cellular community - eukaryotesGap junction","kegg"
"SRC","ENTREZID","MAP3K2","ENTREZID","Cellular Processes-Cellular community - eukaryotesGap junction","kegg"
"MAP3K2","ENTREZID","MAP2K5","ENTREZID","Cellular Processes-Cellular community - eukaryotesGap junction","kegg"
"GUCY1A2","ENTREZID","PRKG1","ENTREZID","Cellular Processes-Cellular community - eukaryotesGap junction","kegg"
"HTR2A","ENTREZID","GNA11","ENTREZID","Cellular Processes-Cellular community - eukaryotesGap junction","kegg"
"GNAI1","ENTREZID","ADCY1","ENTREZID","Cellular Processes-Cellular community - eukaryotesGap junction","kegg"
"GNAS","ENTREZID","ADCY1","ENTREZID","Cellular Processes-Cellular community - eukaryotesGap junction","kegg"
"EGFR","ENTREZID","SRC","ENTREZID","Cellular Processes-Cellular community - eukaryotesGap junction","kegg"
"EGFR","ENTREZID","GRB2","ENTREZID","Cellular Processes-Cellular community - eukaryotesGap junction","kegg"
"ADRB1","ENTREZID","GNAS","ENTREZID","Cellular Processes-Cellular community - eukaryotesGap junction","kegg"
"DRD1","ENTREZID","GNAS","ENTREZID","Cellular Processes-Cellular community - eukaryotesGap junction","kegg"
"GNA11","ENTREZID","PLCB1","ENTREZID","Cellular Processes-Cellular community - eukaryotesGap junction","kegg"
"GRM1","ENTREZID","GNA11","ENTREZID","Cellular Processes-Cellular community - eukaryotesGap junction","kegg"
"DRD2","ENTREZID","GNAI1","ENTREZID","Cellular Processes-Cellular community - eukaryotesGap junction","kegg"
"PLCB1","ENTREZID","ITPR1","ENTREZID","Cellular Processes-Cellular community - eukaryotesGap junction","kegg"
"WNT16","ENTREZID","FZD10","ENTREZID","Cellular Processes-Cellular community - eukaryotesSignaling pathways regulating pluripotency of stem cells","kegg"
"DVL1","ENTREZID","GSK3B","ENTREZID","Cellular Processes-Cellular community - eukaryotesSignaling pathways regulating pluripotency of stem cells","kegg"
"FZD10","ENTREZID","DVL1","ENTREZID","Cellular Processes-Cellular community - eukaryotesSignaling pathways regulating pluripotency of stem cells","kegg"
"CTNNB1","ENTREZID","TCF3","ENTREZID","Cellular Processes-Cellular community - eukaryotesSignaling pathways regulating pluripotency of stem cells","kegg"
"AXIN1","ENTREZID","TCF7","ENTREZID","Cellular Processes-Cellular community - eukaryotesSignaling pathways regulating pluripotency of stem cells","kegg"
"APC2","ENTREZID","TCF7","ENTREZID","Cellular Processes-Cellular community - eukaryotesSignaling pathways regulating pluripotency of stem cells","kegg"
"CTNNB1","ENTREZID","TCF7","ENTREZID","Cellular Processes-Cellular community - eukaryotesSignaling pathways regulating pluripotency of stem cells","kegg"
"LIF","ENTREZID","IL6ST","ENTREZID","Cellular Processes-Cellular community - eukaryotesSignaling pathways regulating pluripotency of stem cells","kegg"
"IL6ST","ENTREZID","GRB2","ENTREZID","Cellular Processes-Cellular community - eukaryotesSignaling pathways regulating pluripotency of stem cells","kegg"
"IL6ST","ENTREZID","PIK3CA","ENTREZID","Cellular Processes-Cellular community - eukaryotesSignaling pathways regulating pluripotency of stem cells","kegg"
"IL6ST","ENTREZID","JAK1","ENTREZID","Cellular Processes-Cellular community - eukaryotesSignaling pathways regulating pluripotency of stem cells","kegg"
"JAK1","ENTREZID","STAT3","ENTREZID","Cellular Processes-Cellular community - eukaryotesSignaling pathways regulating pluripotency of stem cells","kegg"
"STAT3","ENTREZID","MYC","ENTREZID","Cellular Processes-Cellular community - eukaryotesSignaling pathways regulating pluripotency of stem cells","kegg"
"STAT3","ENTREZID","KLF4","ENTREZID","Cellular Processes-Cellular community - eukaryotesSignaling pathways regulating pluripotency of stem cells","kegg"
"KLF4","ENTREZID","SOX2","ENTREZID","Cellular Processes-Cellular community - eukaryotesSignaling pathways regulating pluripotency of stem cells","kegg"
"MAPK1","ENTREZID","TBX3","ENTREZID","Cellular Processes-Cellular community - eukaryotesSignaling pathways regulating pluripotency of stem cells","kegg"
"TBX3","ENTREZID","NANOGP8","ENTREZID","Cellular Processes-Cellular community - eukaryotesSignaling pathways regulating pluripotency of stem cells","kegg"
"GRB2","ENTREZID","MAP2K1","ENTREZID","Cellular Processes-Cellular community - eukaryotesSignaling pathways regulating pluripotency of stem cells","kegg"
"INHBA","ENTREZID","ACVR1C","ENTREZID","Cellular Processes-Cellular community - eukaryotesSignaling pathways regulating pluripotency of stem cells","kegg"
"NODAL","ENTREZID","ACVR1C","ENTREZID","Cellular Processes-Cellular community - eukaryotesSignaling pathways regulating pluripotency of stem cells","kegg"
"ACVR1C","ENTREZID","SMAD2","ENTREZID","Cellular Processes-Cellular community - eukaryotesSignaling pathways regulating pluripotency of stem cells","kegg"
"BMP4","ENTREZID","BMPR1A","ENTREZID","Cellular Processes-Cellular community - eukaryotesSignaling pathways regulating pluripotency of stem cells","kegg"
"BMPR1A","ENTREZID","SMAD1","ENTREZID","Cellular Processes-Cellular community - eukaryotesSignaling pathways regulating pluripotency of stem cells","kegg"
"BMPR1A","ENTREZID","MAPK1","ENTREZID","Cellular Processes-Cellular community - eukaryotesSignaling pathways regulating pluripotency of stem cells","kegg"
"BMPR1A","ENTREZID","MAPK14","ENTREZID","Cellular Processes-Cellular community - eukaryotesSignaling pathways regulating pluripotency of stem cells","kegg"
"NANOGP8","ENTREZID","POU5F1","ENTREZID","Cellular Processes-Cellular community - eukaryotesSignaling pathways regulating pluripotency of stem cells","kegg"
"SOX2","ENTREZID","NANOGP8","ENTREZID","Cellular Processes-Cellular community - eukaryotesSignaling pathways regulating pluripotency of stem cells","kegg"
"POU5F1","ENTREZID","SOX2","ENTREZID","Cellular Processes-Cellular community - eukaryotesSignaling pathways regulating pluripotency of stem cells","kegg"
"FGFR1","ENTREZID","HRAS","ENTREZID","Cellular Processes-Cellular community - eukaryotesSignaling pathways regulating pluripotency of stem cells","kegg"
"IGF1R","ENTREZID","PIK3CA","ENTREZID","Cellular Processes-Cellular community - eukaryotesSignaling pathways regulating pluripotency of stem cells","kegg"
"FGFR1","ENTREZID","PIK3CA","ENTREZID","Cellular Processes-Cellular community - eukaryotesSignaling pathways regulating pluripotency of stem cells","kegg"
"FGF2","ENTREZID","FGFR1","ENTREZID","Cellular Processes-Cellular community - eukaryotesSignaling pathways regulating pluripotency of stem cells","kegg"
"GSK3B","ENTREZID","MYC","ENTREZID","Cellular Processes-Cellular community - eukaryotesSignaling pathways regulating pluripotency of stem cells","kegg"
"SMAD1","ENTREZID","SMAD4","ENTREZID","Cellular Processes-Cellular community - eukaryotesSignaling pathways regulating pluripotency of stem cells","kegg"
"SMAD2","ENTREZID","SMAD4","ENTREZID","Cellular Processes-Cellular community - eukaryotesSignaling pathways regulating pluripotency of stem cells","kegg"
"DUSP9","ENTREZID","MAPK1","ENTREZID","Cellular Processes-Cellular community - eukaryotesSignaling pathways regulating pluripotency of stem cells","kegg"
"SMAD1","ENTREZID","ID1","ENTREZID","Cellular Processes-Cellular community - eukaryotesSignaling pathways regulating pluripotency of stem cells","kegg"
"SMAD1","ENTREZID","DUSP9","ENTREZID","Cellular Processes-Cellular community - eukaryotesSignaling pathways regulating pluripotency of stem cells","kegg"
"TCF3","ENTREZID","ESRRB","ENTREZID","Cellular Processes-Cellular community - eukaryotesSignaling pathways regulating pluripotency of stem cells","kegg"
"CRB3","ENTREZID","PARD6A","ENTREZID","Cellular Processes-Cellular community - eukaryotesTight junction","kegg"
"PARD6A","ENTREZID","PALS1","ENTREZID","Cellular Processes-Cellular community - eukaryotesTight junction","kegg"
"PARD6A","ENTREZID","PRKCI","ENTREZID","Cellular Processes-Cellular community - eukaryotesTight junction","kegg"
"CDC42","ENTREZID","PARD6A","ENTREZID","Cellular Processes-Cellular community - eukaryotesTight junction","kegg"
"PALS1","ENTREZID","PATJ","ENTREZID","Cellular Processes-Cellular community - eukaryotesTight junction","kegg"
"PATJ","ENTREZID","AMOT","ENTREZID","Cellular Processes-Cellular community - eukaryotesTight junction","kegg"
"TJP3","ENTREZID","PATJ","ENTREZID","Cellular Processes-Cellular community - eukaryotesTight junction","kegg"
"ARHGAP17","ENTREZID","CDC42","ENTREZID","Cellular Processes-Cellular community - eukaryotesTight junction","kegg"
"STK11","ENTREZID","PRKAG2","ENTREZID","Cellular Processes-Cellular community - eukaryotesTight junction","kegg"
"STK11","ENTREZID","ARHGEF18","ENTREZID","Cellular Processes-Cellular community - eukaryotesTight junction","kegg"
"PRKCI","ENTREZID","STK11","ENTREZID","Cellular Processes-Cellular community - eukaryotesTight junction","kegg"
"TJP1","ENTREZID","CGN","ENTREZID","Cellular Processes-Cellular community - eukaryotesTight junction","kegg"
"CGN","ENTREZID","ARHGEF18","ENTREZID","Cellular Processes-Cellular community - eukaryotesTight junction","kegg"
"PARD3","ENTREZID","TIAM1","ENTREZID","Cellular Processes-Cellular community - eukaryotesTight junction","kegg"
"TIAM1","ENTREZID","RAC1","ENTREZID","Cellular Processes-Cellular community - eukaryotesTight junction","kegg"
"AMOT","ENTREZID","ARHGAP17","ENTREZID","Cellular Processes-Cellular community - eukaryotesTight junction","kegg"
"ARHGAP17","ENTREZID","RAC1","ENTREZID","Cellular Processes-Cellular community - eukaryotesTight junction","kegg"
"PPP2CA","ENTREZID","OCLN","ENTREZID","Cellular Processes-Cellular community - eukaryotesTight junction","kegg"
"OCLN","ENTREZID","OCLN","ENTREZID","Cellular Processes-Cellular community - eukaryotesTight junction","kegg"
"OCLN","ENTREZID","TJP1","ENTREZID","Cellular Processes-Cellular community - eukaryotesTight junction","kegg"
"CLDN24","ENTREZID","TJP1","ENTREZID","Cellular Processes-Cellular community - eukaryotesTight junction","kegg"
"TJP1","ENTREZID","CTTN","ENTREZID","Cellular Processes-Cellular community - eukaryotesTight junction","kegg"
"TJP1","ENTREZID","VASP","ENTREZID","Cellular Processes-Cellular community - eukaryotesTight junction","kegg"
"ARHGEF18","ENTREZID","PATJ","ENTREZID","Cellular Processes-Cellular community - eukaryotesTight junction","kegg"
"PARD3","ENTREZID","PATJ","ENTREZID","Cellular Processes-Cellular community - eukaryotesTight junction","kegg"
"EPB41L4B","ENTREZID","ARHGEF18","ENTREZID","Cellular Processes-Cellular community - eukaryotesTight junction","kegg"
"ARHGEF18","ENTREZID","RHOA","ENTREZID","Cellular Processes-Cellular community - eukaryotesTight junction","kegg"
"ROCK1","ENTREZID","MYL2","ENTREZID","Cellular Processes-Cellular community - eukaryotesTight junction","kegg"
"PRKCI","ENTREZID","EPB41L4B","ENTREZID","Cellular Processes-Cellular community - eukaryotesTight junction","kegg"
"PRKCI","ENTREZID","PARD3","ENTREZID","Cellular Processes-Cellular community - eukaryotesTight junction","kegg"
"CLDN24","ENTREZID","PARD3","ENTREZID","Cellular Processes-Cellular community - eukaryotesTight junction","kegg"
"OCLN","ENTREZID","PARD3","ENTREZID","Cellular Processes-Cellular community - eukaryotesTight junction","kegg"
"F11R","ENTREZID","PARD3","ENTREZID","Cellular Processes-Cellular community - eukaryotesTight junction","kegg"
"PRKCI","ENTREZID","LLGL2","ENTREZID","Cellular Processes-Cellular community - eukaryotesTight junction","kegg"
"PPP2CA","ENTREZID","PRKCI","ENTREZID","Cellular Processes-Cellular community - eukaryotesTight junction","kegg"
"PRKCI","ENTREZID","AMOT","ENTREZID","Cellular Processes-Cellular community - eukaryotesTight junction","kegg"
"IGSF5","ENTREZID","IGSF5","ENTREZID","Cellular Processes-Cellular community - eukaryotesTight junction","kegg"
"IGSF5","ENTREZID","MAGI1","ENTREZID","Cellular Processes-Cellular community - eukaryotesTight junction","kegg"
"MAGI1","ENTREZID","SYNPO","ENTREZID","Cellular Processes-Cellular community - eukaryotesTight junction","kegg"
"MAGI1","ENTREZID","ACTN4","ENTREZID","Cellular Processes-Cellular community - eukaryotesTight junction","kegg"
"F11R","ENTREZID","F11R","ENTREZID","Cellular Processes-Cellular community - eukaryotesTight junction","kegg"
"F11R","ENTREZID","AFDN","ENTREZID","Cellular Processes-Cellular community - eukaryotesTight junction","kegg"
"F11R","ENTREZID","RAPGEF6","ENTREZID","Cellular Processes-Cellular community - eukaryotesTight junction","kegg"
"RAPGEF6","ENTREZID","RAP1A","ENTREZID","Cellular Processes-Cellular community - eukaryotesTight junction","kegg"
"RAP1A","ENTREZID","ITGB1","ENTREZID","Cellular Processes-Cellular community - eukaryotesTight junction","kegg"
"AFDN","ENTREZID","RAP1A","ENTREZID","Cellular Processes-Cellular community - eukaryotesTight junction","kegg"
